id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1625791232319557632,1625791232319557632,2023-02-15 15:06:50 India Standard Time,2023-02-15,15:06:50,+0530,1592814759891828737,nk3529620,NEHA KUMARI,,"Manage Blood Sugar: Eating a balanced breakfast that includes protein, healthy fats, and complex carbohydrates can also help regulate your blood sugar levels. #mha380 #BabarAzam𓃵 #ViratKohli𓃵 #Dunki #AntMan #RashmikaMandanna #KajalAggarwal #SaniaMirza #ArnabGoswami #BCCI  https://t.co/L52kjFHxLC",en,[],[],['https://pbs.twimg.com/media/Fo_4gNiacAANlEe.jpg'],0,1,1,"['mha380', 'babarazam𓃵', 'viratkohli𓃵', 'dunki', 'antman', 'rashmikamandanna', 'kajalaggarwal', 'saniamirza', 'arnabgoswami', 'bcci']",[],https://twitter.com/nk3529620/status/1625791232319557632,False,,1,https://pbs.twimg.com/media/Fo_4gNiacAANlEe.jpg,,,,,,,[],,,,
1625791095597850625,1625791095597850625,2023-02-15 15:06:17 India Standard Time,2023-02-15,15:06:17,+0530,1592814759891828737,nk3529620,NEHA KUMARI,,RCB appoint #SaniaMirza as mentor for women's team ahead of WPL 2023 #itfc #SuperBowl #TejRan #ChampionsLeague #ChetanSharma #insideourautisticminds #BabarAzam𓃵 #RashmikaMandanna #ViratKohli𓃵 #mha380 #earthquake  https://t.co/LHCHNRalJ8,en,[],[],['https://pbs.twimg.com/media/Fo_4XX_akAEz_46.jpg'],0,1,0,"['saniamirza', 'itfc', 'superbowl', 'tejran', 'championsleague', 'chetansharma', 'insideourautisticminds', 'babarazam𓃵', 'rashmikamandanna', 'viratkohli𓃵', 'mha380', 'earthquake']",[],https://twitter.com/nk3529620/status/1625791095597850625,False,,1,https://pbs.twimg.com/media/Fo_4XX_akAEz_46.jpg,,,,,,,[],,,,
1625789805119557637,1625789805119557637,2023-02-15 15:01:09 India Standard Time,2023-02-15,15:01:09,+0530,1592811469372264448,ss0783939,SWATI SINGH,,Two stars.......... #KajalAggarwal #RashmikaMandanna #SUGA #SUGA_AgustD_TOUR #mha380 #BabarAzam𓃵 #TejRan #kkvspz #InsideOurAutisticMinds #ChampionsLeague #AntMan  #earthquake  https://t.co/bj41lBexKh,en,[],[],"['https://pbs.twimg.com/media/Fo_3NF8akAEW9rP.jpg', 'https://pbs.twimg.com/media/Fo_3NGUaMAEFKmw.jpg']",0,1,0,"['kajalaggarwal', 'rashmikamandanna', 'suga', 'suga_agustd_tour', 'mha380', 'babarazam𓃵', 'tejran', 'kkvspz', 'insideourautisticminds', 'championsleague', 'antman', 'earthquake']",[],https://twitter.com/ss0783939/status/1625789805119557637,False,,1,https://pbs.twimg.com/media/Fo_3NF8akAEW9rP.jpg,,,,,,,[],,,,
1625789792536645632,1625789792536645632,2023-02-15 15:01:06 India Standard Time,2023-02-15,15:01:06,+0530,1340979861284814848,joshisripriya,Sripriya 🫶 Rashmika ❤️,,"Congratulations @RoshSamLover Sista , So happy for you ❤️🤗 My Tl filled with your tweets and her replies , felt little jealous too 🙂  #RashmikaMandanna  https://t.co/uhZwgchaRx",en,"[{'screen_name': 'roshsamlover', 'name': 'roshsam💌', 'id': '1415570088200077314'}]",[],['https://pbs.twimg.com/media/Fo_3L_ZaQAAvsmC.jpg'],1,3,6,['rashmikamandanna'],[],https://twitter.com/JoshiSripriya/status/1625789792536645632,False,,1,https://pbs.twimg.com/media/Fo_3L_ZaQAAvsmC.jpg,,,,,,,[],,,,
1625789162623504385,1625789162623504385,2023-02-15 14:58:36 India Standard Time,2023-02-15,14:58:36,+0530,1504812122072498176,rashkarnatakafc,ರಶ್ಮಿಕಾ Karnataka FanClub ❤️,,Advance Wishing a happiest birthday for our Beloved Krishna Aka @dasadarshan Sir On behalf of Kaveri Aka @iamRashmika Fans 🤗❤️🫶 Best Wishes for #D56 and All upcoming projects Sir 🙌 #DBoss #DarshanThoogudeepa  #RashmikaMandanna  https://t.co/LnNi5y5LyF,en,"[{'screen_name': 'dasadarshan', 'name': 'darshan thoogudeepa', 'id': '850599174'}, {'screen_name': 'iamrashmika', 'name': 'rashmika mandanna', 'id': '722067485613277186'}]",[],"['https://pbs.twimg.com/media/Fo_2mbxaYAE6XJD.jpg', 'https://pbs.twimg.com/media/Fo_2nh8aUAAYqx1.jpg']",0,7,6,"['d56', 'dboss', 'darshanthoogudeepa', 'rashmikamandanna']",[],https://twitter.com/RashKarnatakaFC/status/1625789162623504385,False,,1,https://pbs.twimg.com/media/Fo_2mbxaYAE6XJD.jpg,,,,,,,[],,,,
1625788503715086336,1625788503715086336,2023-02-15 14:55:59 India Standard Time,2023-02-15,14:55:59,+0530,1393580170787758081,manju14399,unknown,,Hey @iamRashmika  Love You Mam ❤️❤️ #RashmikaMandanna #LoveYouRashmika,en,"[{'screen_name': 'iamrashmika', 'name': 'rashmika mandanna', 'id': '722067485613277186'}]",[],[],0,2,0,"['rashmikamandanna', 'loveyourashmika']",[],https://twitter.com/Manju14399/status/1625788503715086336,False,,0,,,,,,,,[],,,,
1625787358355550209,1625787358355550209,2023-02-15 14:51:26 India Standard Time,2023-02-15,14:51:26,+0530,1580853181567094784,ravinde12023722,Ravinder Kumar,,12 अफ्रीकी चीतों के स्वागत की तैयारी में जुटा भारत Five females and seven males #ChampionsLeague #RashmikaMandanna #KajalAggarwal #ViratKohli #Dunki #SaniaMirza #TheFlashMovie #Bitcoin #InsideOurAutisticMinds #mha380 #earthquake  https://t.co/ZVk8SDkR7x,hi,[],[],['https://pbs.twimg.com/media/Fo_0tlbaEAAofJh.jpg'],0,2,0,"['championsleague', 'rashmikamandanna', 'kajalaggarwal', 'viratkohli', 'dunki', 'saniamirza', 'theflashmovie', 'bitcoin', 'insideourautisticminds', 'mha380', 'earthquake']",[],https://twitter.com/Ravinde12023722/status/1625787358355550209,False,,1,https://pbs.twimg.com/media/Fo_0tlbaEAAofJh.jpg,,,,,,,[],,,,
1625786754480631809,1625786754480631809,2023-02-15 14:49:02 India Standard Time,2023-02-15,14:49:02,+0530,1325786420779180037,sudeepkoli6,Sudeep Koli,,#RashmikaMandanna can I get one reply from my crush @iamRashmika ❤️ bigg fan mam 😘😘,en,"[{'screen_name': 'iamrashmika', 'name': 'rashmika mandanna', 'id': '722067485613277186'}]",[],[],0,2,0,['rashmikamandanna'],[],https://twitter.com/SudeepKoli6/status/1625786754480631809,False,,0,,,,,,,,[],,,,
1625786257912786944,1625786257912786944,2023-02-15 14:47:04 India Standard Time,2023-02-15,14:47:04,+0530,433984573,saravanan_dhoni,saravanan rashmika fan,,Can we expect such Cute Hindi Speech in Animal Promotions mam? ❤ @iamRashmika #RashmikaMandanna  https://t.co/ThIcGmKveM,en,"[{'screen_name': 'iamrashmika', 'name': 'rashmika mandanna', 'id': '722067485613277186'}]",[],[],0,3,3,['rashmikamandanna'],[],https://twitter.com/Saravanan_dhoni/status/1625786257912786944,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1625786170075680768/pu/img/9YPDtc_aBFbFWdRT.jpg,,,,,,,[],,,,
1625786245535395842,1625786245535395842,2023-02-15 14:47:01 India Standard Time,2023-02-15,14:47:01,+0530,1225051686890176512,rashmika_army_,Rashmika Army👑❤️,,Cool😌💌 @iamRashmika  #RashmikaMandanna  https://t.co/a7X6s55Moz,en,"[{'screen_name': 'iamrashmika', 'name': 'rashmika mandanna', 'id': '722067485613277186'}]",[],['https://pbs.twimg.com/media/Fo_z-OcaAAAb1Qq.jpg'],0,3,8,['rashmikamandanna'],[],https://twitter.com/Rashmika_Army_/status/1625786245535395842,False,,1,https://pbs.twimg.com/media/Fo_z-OcaAAAb1Qq.jpg,,,,,,,[],,,,
1625785753392529408,1625785753392529408,2023-02-15 14:45:03 India Standard Time,2023-02-15,14:45:03,+0530,1619394337720373249,the_mandanna,The_Mandanna,,Wow Rashu ❤️ Aap Ki Smile ☺️ Bahut Cute Hai Priya Rashu ❣️ Love You ❤️ @iamRashmika ❣️😍👌  #LoveYouRashmika  #RashmikaMandanna  https://t.co/ITw0V7fa62,in,"[{'screen_name': 'iamrashmika', 'name': 'rashmika mandanna', 'id': '722067485613277186'}]",[],['https://pbs.twimg.com/media/Fo_zhQ2aYAIT19X.jpg'],0,2,0,"['loveyourashmika', 'rashmikamandanna']",[],https://twitter.com/the_mandanna/status/1625785753392529408,False,,1,https://pbs.twimg.com/media/Fo_zhQ2aYAIT19X.jpg,,,,,,,[],,,,
1625785675814690817,1625785675814690817,2023-02-15 14:44:45 India Standard Time,2023-02-15,14:44:45,+0530,1592809467032522753,ns2227392,NARENDER SHARMA,,RCB appoint Sania Mirza as mentor for women's team ahead of WPL 2023 #itfc #SuperBowl #TejRan #ChampionsLeague #ChetanSharma #insideourautisticminds #BabarAzam𓃵 #RashmikaMandanna #ViratKohli𓃵 #SaniaMirza  https://t.co/IQ3P0qwCXZ,en,[],[],['https://pbs.twimg.com/media/Fo_zcZ4aYAkFgpc.jpg'],0,1,0,"['itfc', 'superbowl', 'tejran', 'championsleague', 'chetansharma', 'insideourautisticminds', 'babarazam𓃵', 'rashmikamandanna', 'viratkohli𓃵', 'saniamirza']",[],https://twitter.com/ns2227392/status/1625785675814690817,False,,1,https://pbs.twimg.com/media/Fo_zcZ4aYAkFgpc.jpg,,,,,,,[],,,,
1625785487888887808,1625785487888887808,2023-02-15 14:44:00 India Standard Time,2023-02-15,14:44:00,+0530,1592809467032522753,ns2227392,NARENDER SHARMA,,Two stars.......... #KajalAggarwal #RashmikaMandanna #SUGA #SUGA_AgustD_TOUR #mha380 #BabarAzam𓃵 #TejRan #kkvspz #InsideOurAutisticMinds #ChampionsLeague #AntMan  #earthquake  https://t.co/bLstfbJi6y,en,[],[],"['https://pbs.twimg.com/media/Fo_zRpkaUAM7_uc.jpg', 'https://pbs.twimg.com/media/Fo_zRqJaQAEl1rV.jpg']",0,2,0,"['kajalaggarwal', 'rashmikamandanna', 'suga', 'suga_agustd_tour', 'mha380', 'babarazam𓃵', 'tejran', 'kkvspz', 'insideourautisticminds', 'championsleague', 'antman', 'earthquake']",[],https://twitter.com/ns2227392/status/1625785487888887808,False,,1,https://pbs.twimg.com/media/Fo_zRpkaUAM7_uc.jpg,,,,,,,[],,,,
1625784965861621760,1625784965861621760,2023-02-15 14:41:56 India Standard Time,2023-02-15,14:41:56,+0530,1619394337720373249,the_mandanna,The_Mandanna,,Happy Smile ❤️ For Raahmi ☺️ I Like You Heart ❤️ For Raahmi ❤️  #LoveYouRashmika  #RashmikaMandanna  https://t.co/9ccLlTM8XV,en,[],[],['https://pbs.twimg.com/media/Fo_yzfbacAA-wuz.jpg'],0,2,3,"['loveyourashmika', 'rashmikamandanna']",[],https://twitter.com/the_mandanna/status/1625784965861621760,False,,1,https://pbs.twimg.com/media/Fo_yzfbacAA-wuz.jpg,,,,,,,[],,,,
1625784767282290689,1625784767282290689,2023-02-15 14:41:08 India Standard Time,2023-02-15,14:41:08,+0530,1619394337720373249,the_mandanna,The_Mandanna,,Kuch New Update 😍 Rashu 💕 @iamRashmika ❤️☺️😊  #LoveYouRashmika  #RashmikaMandanna  https://t.co/xnNDT1ddNO,en,"[{'screen_name': 'iamrashmika', 'name': 'rashmika mandanna', 'id': '722067485613277186'}]",[],['https://pbs.twimg.com/media/Fo_yoPNagAEXH2W.jpg'],0,2,1,"['loveyourashmika', 'rashmikamandanna']",[],https://twitter.com/the_mandanna/status/1625784767282290689,False,,1,https://pbs.twimg.com/media/Fo_yoPNagAEXH2W.jpg,,,,,,,[],,,,
1625784504949551107,1625784504949551107,2023-02-15 14:40:06 India Standard Time,2023-02-15,14:40:06,+0530,1572907998980472833,sahanakhan4781,Sahana Khan,,"Manage Blood Sugar: Eating a balanced breakfast that includes protein, healthy fats, and complex carbohydrates can also help regulate your blood sugar levels. #mha380 #BabarAzam𓃵 #ViratKohli𓃵 #Dunki #AntMan #RashmikaMandanna #KajalAggarwal #SaniaMirza #ArnabGoswami #BCCI  https://t.co/ksImprjJ0C",en,[],[],['https://pbs.twimg.com/media/Fo_yY2RaAAArQYJ.jpg'],0,2,0,"['mha380', 'babarazam𓃵', 'viratkohli𓃵', 'dunki', 'antman', 'rashmikamandanna', 'kajalaggarwal', 'saniamirza', 'arnabgoswami', 'bcci']",[],https://twitter.com/Sahanakhan4781/status/1625784504949551107,False,,1,https://pbs.twimg.com/media/Fo_yY2RaAAArQYJ.jpg,,,,,,,[],,,,
1625783857005101056,1625783857005101056,2023-02-15 14:37:31 India Standard Time,2023-02-15,14:37:31,+0530,951890946005745664,beardynerdtweet,Beardy Nerd,,Microsoft Rolls Out New ChatGPT-powered Bing to Early Testers Worldwide   https://t.co/PKi3zQYTHu  #Jawan #RashmikaMandanna #Juliet2Trailer #KareenaKapoorKhan #Murder #NatasaStankovic #SouravGanguly #KajalAggarwal #GameOver #joker2 #Dunki #Dogecoin #coimbatoreblast #StartYourStory,en,[],['https://beardynerd.com/artificial-intelligence/microsoft-rolls-out-new-chatgpt-powered-bing-to-early-testers-worldwide/'],[],0,2,0,"['jawan', 'rashmikamandanna', 'juliet2trailer', 'kareenakapoorkhan', 'murder', 'natasastankovic', 'souravganguly', 'kajalaggarwal', 'gameover', 'joker2', 'dunki', 'dogecoin', 'coimbatoreblast', 'startyourstory']",[],https://twitter.com/BeardyNerdTweet/status/1625783857005101056,False,,0,,,,,,,,[],,,,
1625783800860143616,1625783800860143616,2023-02-15 14:37:18 India Standard Time,2023-02-15,14:37:18,+0530,1332172634742616065,stylish_jafar,Stylish Jafar,,#RashmikaMandanna Next With Whom Tamil Movie Loading.  Waiting For The Updates Queen @iamRashmika ❤️.  https://t.co/Ktv2suv31j,en,"[{'screen_name': 'iamrashmika', 'name': 'rashmika mandanna', 'id': '722067485613277186'}]",[],['https://pbs.twimg.com/media/Fo_xvrsaAAIjUn0.jpg'],0,4,9,['rashmikamandanna'],[],https://twitter.com/stylish_jafar/status/1625783800860143616,False,,1,https://pbs.twimg.com/media/Fo_xvrsaAAIjUn0.jpg,,,,,,,[],,,,
1625783669389672449,1625783669389672449,2023-02-15 14:36:47 India Standard Time,2023-02-15,14:36:47,+0530,951890946005745664,beardynerdtweet,Beardy Nerd,,YouTube Rolls Out Creator Music for Monetisation of Licensed Music   https://t.co/aeYw0MYenV  #Jawan #RashmikaMandanna #Juliet2Trailer #KareenaKapoorKhan #Murder #NatasaStankovic #SouravGanguly #KajalAggarwal #GameOver #joker2 #Dunki #Dogecoin #coimbatoreblast #StartYourStory,en,[],['https://beardynerd.com/news/youtube-rolls-out-creator-music-for-monetisation-of-licensed-music/'],[],0,2,0,"['jawan', 'rashmikamandanna', 'juliet2trailer', 'kareenakapoorkhan', 'murder', 'natasastankovic', 'souravganguly', 'kajalaggarwal', 'gameover', 'joker2', 'dunki', 'dogecoin', 'coimbatoreblast', 'startyourstory']",[],https://twitter.com/BeardyNerdTweet/status/1625783669389672449,False,,0,,,,,,,,[],,,,
1625783064201932802,1625783064201932802,2023-02-15 14:34:22 India Standard Time,2023-02-15,14:34:22,+0530,1149929664984440833,ranbherinews,Gunj Uthi Ranbheri,," https://t.co/Z9HNCdn32J  *शादी को लेकर झगड़ा हुआ तो मोबाइल केबल से गला घोंटा*  *निक्की की लाश लेकर 35 किमी घूमता रहा, फिर बॉडी फ्रिज में छुपाई*  रणभेरी के यूट्यूब चैनल को सब्सक्राइब और लाइक करना ना भूलें। #IndianArmy #coimbatoreblast #BCCI #NickJonas #RashmikaMandanna #GameOver",hi,[],['https://youtube.com/shorts/hHKbqNK_Ccw?feature=share'],[],0,2,0,"['indianarmy', 'coimbatoreblast', 'bcci', 'nickjonas', 'rashmikamandanna', 'gameover']",[],https://twitter.com/ranbherinews/status/1625783064201932802,False,,0,,,,,,,,[],,,,
1625782052204478465,1625782052204478465,2023-02-15 14:30:21 India Standard Time,2023-02-15,14:30:21,+0530,1332172634742616065,stylish_jafar,Stylish Jafar,,49 Days To Go For Queens ❤️ Birthday.  @iamRashmika #RashmikaMandanna  https://t.co/Yh0e5zjlWx,en,"[{'screen_name': 'iamrashmika', 'name': 'rashmika mandanna', 'id': '722067485613277186'}]",[],['https://pbs.twimg.com/media/Fo_wJwAakAE1szq.jpg'],0,2,0,['rashmikamandanna'],[],https://twitter.com/stylish_jafar/status/1625782052204478465,False,https://twitter.com/stylish_jafar/status/1625502799344832514,1,https://pbs.twimg.com/media/Fo_wJwAakAE1szq.jpg,,,,,,,[],,,,
1625781590466113536,1625781590466113536,2023-02-15 14:28:31 India Standard Time,2023-02-15,14:28:31,+0530,1332172634742616065,stylish_jafar,Stylish Jafar,,Rashmika Mandanna ❤️ Is Love .  @iamRashmika #RashmikaMandanna,en,"[{'screen_name': 'iamrashmika', 'name': 'rashmika mandanna', 'id': '722067485613277186'}]",[],[],1,2,1,['rashmikamandanna'],[],https://twitter.com/stylish_jafar/status/1625781590466113536,False,https://twitter.com/imadityarai/status/1625781005096472576,0,,,,,,,,[],,,,
1625781005096472576,1625781005096472576,2023-02-15 14:26:11 India Standard Time,2023-02-15,14:26:11,+0530,1138069456851095552,imadityarai,Aditya Rai,,Are you a fan of hers?  #RashmikaMandanna fans hit like &amp; quoted retweets!  https://t.co/gu5KTtTMFj,en,[],[],['https://pbs.twimg.com/media/Fo_vNAvaMAEhiqu.jpg'],0,4,6,['rashmikamandanna'],[],https://twitter.com/imadityarai/status/1625781005096472576,False,,1,https://pbs.twimg.com/media/Fo_vNAvaMAEhiqu.jpg,,,,,,,[],,,,
1625780768462209025,1625780768462209025,2023-02-15 14:25:15 India Standard Time,2023-02-15,14:25:15,+0530,1504812122072498176,rashkarnatakafc,ರಶ್ಮಿಕಾ Karnataka FanClub ❤️,,"Heartly Congratulations @MsKajalAggarwal For Completing Glorious 16Years in Telugu Film Industry, Best Wishes for your upcoming projects ☺️❤️ On Behalf of @iamRashmika Fans 🤗 #16YearsOfREIGNINGQUEENKajal  #KajalAggarwal  #RashmikaMandanna  https://t.co/4bJ7q1by2m",en,"[{'screen_name': 'mskajalaggarwal', 'name': 'kajal aggarwal', 'id': '727050288310296576'}, {'screen_name': 'iamrashmika', 'name': 'rashmika mandanna', 'id': '722067485613277186'}]",[],"['https://pbs.twimg.com/media/Fo_u-hTakAAHewD.jpg', 'https://pbs.twimg.com/media/Fo_u_gSakAAVqCp.jpg']",1,16,16,"['16yearsofreigningqueenkajal', 'kajalaggarwal', 'rashmikamandanna']",[],https://twitter.com/RashKarnatakaFC/status/1625780768462209025,False,,1,https://pbs.twimg.com/media/Fo_u-hTakAAHewD.jpg,,,,,,,[],,,,
1625780494616121344,1625780494616121344,2023-02-15 14:24:10 India Standard Time,2023-02-15,14:24:10,+0530,1547938240170078208,vijaydu48235083,Vijay dubey,,Symbiosis Distance MBA Procedure For more details:-   https://t.co/NF3PhLeDWL #SymbiosisDistanceMBA  #RashmikaMandanna #PriyankaChopra #HardikPandya #MSDhoni #KajalAggarwal #NatasaStankovic #Juliet2Trailer #ViratKohli𓃵  https://t.co/WMITCmwcW8,en,[],['https://www.umeacademy.com/symbiosis-distance-learning-mba/'],['https://pbs.twimg.com/media/Fo_uvI8aQAAeakw.jpg'],0,2,2,"['symbiosisdistancemba', 'rashmikamandanna', 'priyankachopra', 'hardikpandya', 'msdhoni', 'kajalaggarwal', 'natasastankovic', 'juliet2trailer', 'viratkohli𓃵']",[],https://twitter.com/Vijaydu48235083/status/1625780494616121344,False,,1,https://pbs.twimg.com/media/Fo_uvI8aQAAeakw.jpg,,,,,,,[],,,,
1625779979660443649,1625779979660443649,2023-02-15 14:22:07 India Standard Time,2023-02-15,14:22:07,+0530,1592120289336651776,lalitpa66496881,LALIT PAWAR,,12 अफ्रीकी चीतों के स्वागत की तैयारी में जुटा भारत Five females and seven males #ChampionsLeague #RashmikaMandanna #KajalAggarwal #ViratKohli #Dunki #SaniaMirza #TheFlashMovie #Bitcoin #InsideOurAutisticMinds #eqnz #mha380  https://t.co/M8LwKV1tnh,hi,[],[],['https://pbs.twimg.com/media/Fo_uRNnaYAMsdD2.jpg'],0,2,0,"['championsleague', 'rashmikamandanna', 'kajalaggarwal', 'viratkohli', 'dunki', 'saniamirza', 'theflashmovie', 'bitcoin', 'insideourautisticminds', 'eqnz', 'mha380']",[],https://twitter.com/LALITPA66496881/status/1625779979660443649,False,,1,https://pbs.twimg.com/media/Fo_uRNnaYAMsdD2.jpg,,,,,,,[],,,,
